,1,2,3,PanEV,CD63,EpCAM,CD9,SDC1,EGFR,PDL1,MET,CD81,HER2,ADAM10,CTSH
1,8.338811836,-6.721730102,19.1277663,1,0,0,1,0,0,1,1,0,0,1,0
2,-2.300480242,30.35508971,-5.054439553,1,0,0,0,1,0,0,1,0,0,0,0
3,-8.585197923,10.64862286,-6.51512467,1,0,0,0,0,0,0,0,0,0,1,0
4,1.330688028,22.55437561,13.73703898,1,0,0,0,0,0,0,0,0,0,0,0
5,-3.286894082,25.50986949,4.931701908,1,0,0,0,0,0,0,0,0,0,0,0
6,2.226214085,7.95766338,3.882186667,1,0,0,0,0,0,0,0,0,0,1,0
7,-7.392128306,5.769734121,6.280242713,1,0,0,0,0,0,0,0,0,0,1,0
8,-5.718247373,-12.85938938,-8.057369827,1,0,0,0,1,0,0,1,0,0,1,0
9,-10.47910066,35.83994384,0.099481123,1,0,0,0,0,0,0,0,0,0,1,0
10,-2.767133074,28.03940736,10.51036187,1,0,0,0,0,0,0,0,0,1,0,0
11,-5.874321228,-12.78076061,-9.761505531,1,0,0,0,1,0,0,1,0,0,1,0
12,3.613796861,10.52173311,16.36305807,1,0,0,0,0,0,0,1,0,1,0,0
13,1.750137847,16.47358272,17.27221749,1,0,0,0,0,0,0,0,0,0,0,0
14,-2.640176438,-8.960468844,-4.936932748,1,0,0,0,0,0,0,1,0,0,1,0
15,-8.893953067,37.44962094,0.51871929,1,0,0,0,0,0,0,1,0,0,1,0
16,2.780717704,24.99442775,1.617997551,1,0,0,0,0,0,0,0,0,0,1,0
17,-2.662755018,23.97365014,8.252960844,1,0,0,0,0,0,0,0,0,0,0,0
18,3.281329465,-2.801781059,11.18190428,1,0,0,0,0,0,0,1,0,0,1,0
19,-1.194271354,15.53651111,7.695682065,1,0,0,0,0,0,0,0,0,0,1,0
20,-3.710999859,24.11431199,3.401506209,1,0,0,0,0,0,0,0,0,0,0,0
21,1.078978226,23.97753704,13.86614831,1,0,0,1,0,0,1,0,0,1,0,0
22,6.527162668,-1.458510696,7.071212862,1,0,0,0,0,0,0,1,0,0,0,0
23,-1.671697698,27.2090976,11.56523725,1,0,0,1,0,0,1,0,0,1,1,0
24,5.185783854,16.71458737,16.20331456,1,0,0,1,0,0,1,0,0,0,0,0
25,-4.568557727,19.94427859,-3.194265029,1,0,0,0,0,0,0,0,0,0,0,0
26,1.14474954,23.30153722,13.50900476,1,0,0,0,0,0,0,0,0,0,0,0
27,-4.38917294,28.93080082,3.897892497,1,0,0,0,0,0,0,0,0,0,0,0
28,-1.760678897,-9.187822879,-6.135550613,1,0,0,0,0,0,0,1,0,0,1,0
29,3.232767661,17.89341611,11.37764262,1,0,0,1,0,0,1,0,0,0,1,0
30,-11.28291888,34.02521167,-1.282859008,1,0,0,0,0,0,0,0,0,0,1,0
31,-4.824517141,18.42220971,-1.072671894,1,0,0,0,0,0,0,0,0,0,0,0
32,3.854984149,15.66732796,12.23441664,1,0,0,0,0,0,0,0,0,0,0,0
33,-1.91872882,9.954416606,7.880683985,1,0,0,0,0,0,0,0,0,0,1,0
34,1.613820008,18.49067878,13.72546314,1,0,0,0,0,0,0,0,0,0,0,0
35,-2.064937014,6.868147778,-5.851263396,1,0,0,0,0,0,0,0,0,0,1,0
36,-10.84858229,18.71847707,-3.06160081,1,0,0,0,0,0,0,0,0,0,1,0
37,-9.975136204,-4.673627363,0.551329316,1,0,0,0,0,0,0,0,0,0,1,0
38,-10.6374927,12.55899187,-8.270347151,1,0,0,0,0,0,0,0,0,0,1,0
39,-12.09047876,-5.11332973,-10.99436961,1,0,0,0,0,0,0,0,0,0,1,0
40,-7.586936457,35.51385667,-0.352083871,1,0,0,0,0,0,0,0,0,0,1,0
41,-10.08826103,20.17382137,-0.979112672,1,0,0,0,0,0,0,0,0,0,1,0
42,-11.81715016,32.18263881,-1.098500378,1,0,0,0,0,0,0,0,0,0,1,0
43,-9.598398886,35.74259785,2.295111169,1,0,0,0,0,0,0,0,0,0,0,0
44,-10.01104247,32.72424794,0.620437981,1,0,0,0,0,0,0,0,0,0,0,0
45,-3.738025961,4.819517054,7.73553433,1,0,0,1,0,0,1,0,0,0,1,0
46,4.801765178,16.64787452,16.59641227,1,1,0,1,0,0,1,0,0,1,0,0
47,8.487566189,-8.072937077,-12.63128578,1,0,0,0,1,0,0,0,0,0,0,0
48,-3.208358244,17.09736155,-9.34007342,1,0,0,0,1,0,0,1,0,0,1,0
49,-10.54687271,14.82685863,-6.852482273,1,0,0,0,0,0,0,0,0,0,1,0
50,-8.761857228,38.51637091,1.739817541,1,0,0,0,0,0,0,0,0,0,0,0
51,-6.568078383,36.56211053,0.832372642,1,0,0,0,0,0,0,0,0,0,0,0
52,-10.97571393,15.26155699,-2.856900195,1,0,0,0,0,0,0,0,0,0,1,0
53,-6.717013496,35.73657328,-2.077162233,1,0,0,0,0,0,0,0,0,0,0,0
54,5.699460171,-12.96721956,-15.64182139,1,0,0,0,1,0,0,0,0,0,1,0
55,-4.33552404,22.09165926,7.000309283,1,1,0,1,1,0,1,1,0,1,1,0
56,-0.476430757,16.25521697,16.53972853,1,0,0,0,0,0,0,1,0,0,0,0
57,-4.444857282,28.95363926,4.531970296,1,0,0,1,1,0,0,0,1,1,1,0
58,-10.611134,0.040074098,-5.148014188,1,0,0,0,0,0,0,0,0,0,1,0
59,-10.99421587,36.64714306,0.101869101,1,0,0,0,0,0,0,0,0,0,1,0
60,1.062200624,-3.756819788,2.406353891,1,0,0,0,0,0,0,1,0,0,1,0
61,-5.536957762,15.10624824,-6.702449433,1,0,0,0,0,0,0,0,0,0,1,0
62,0.169791777,13.57712862,8.813277715,1,0,0,0,0,0,0,0,0,0,0,0
63,0.782448089,-0.278713193,13.30719295,1,0,0,0,0,0,0,0,0,0,1,0
64,4.292868164,-30.89519805,-11.82171264,1,0,0,0,0,0,0,1,0,0,1,0
65,-8.380109704,36.9424518,5.797179559,1,0,0,0,0,0,0,0,0,0,0,0
66,-6.478699053,32.13715287,2.505008909,1,0,0,0,0,0,0,0,0,0,1,0
67,-9.410106358,38.31182833,0.209677614,1,0,0,0,0,0,0,0,0,0,0,0
68,-3.73865399,21.85348258,-0.25344449,1,0,0,0,0,0,0,0,0,0,0,0
69,-4.845969176,23.08931801,6.524466091,1,0,0,1,0,0,0,0,0,1,1,0
70,-11.14670874,3.05659201,-4.924908094,1,0,0,0,0,0,0,0,0,0,1,0
71,-12.01037202,-5.702866379,-8.616207972,1,0,0,0,0,0,0,0,0,0,1,0
72,12.04594637,3.721583274,16.6071248,1,0,0,1,0,0,1,1,0,1,1,0
73,-2.515514299,26.84936741,-1.663068344,1,0,0,0,0,0,0,1,0,0,1,0
74,-12.0515005,-5.473552608,-9.28012078,1,0,0,0,0,0,0,0,0,0,1,0
75,4.81930921,16.28755221,13.53918011,1,0,0,1,0,0,1,0,0,1,0,0
76,2.387285724,24.50366486,2.842119296,1,0,0,0,0,0,0,0,0,0,1,0
77,5.735374881,-13.36765797,-15.28946371,1,0,0,0,1,0,0,0,0,0,1,0
78,-3.063831943,24.26569037,7.841331981,1,0,0,1,0,0,1,0,0,0,1,0
79,2.109509286,14.26793627,3.996621566,1,0,0,0,1,0,0,1,0,0,1,0
80,-6.871367186,17.10572333,-4.482956427,1,0,0,0,0,0,0,0,0,0,1,0
81,-10.02047056,26.0538214,2.918476774,1,0,0,0,0,0,0,0,0,0,1,0
82,3.442876043,18.30709427,3.089866911,1,0,0,0,0,0,0,0,0,0,0,0
83,11.69876158,6.40221774,20.20677851,1,0,0,1,0,0,1,0,0,1,1,0
84,1.992628497,4.304855758,12.24487579,1,0,0,1,1,0,1,1,0,1,1,0
85,13.14149138,-1.399138252,12.84057524,1,0,0,0,1,0,0,1,0,0,1,0
86,0.692226512,9.354494438,1.391041584,1,0,0,0,0,0,0,0,0,0,0,0
87,7.227066079,-5.159887629,-2.996504995,1,0,0,0,0,0,0,0,0,0,0,0
88,-7.235343259,34.18548623,2.187492834,1,0,0,0,0,0,0,0,0,0,0,0
89,8.691704986,-6.041711306,-12.27335157,1,0,0,0,1,0,0,0,0,0,0,0
90,-9.865532899,37.14050194,0.811053328,1,0,0,0,0,0,0,0,0,0,0,0
91,0.253377018,24.61511813,4.275146355,1,0,0,0,0,0,0,0,0,0,0,0
92,-2.68964089,20.12172008,4.109311586,1,0,0,0,0,0,0,0,0,0,0,0
93,-5.575591266,23.80402617,8.845245843,1,0,0,0,0,0,0,0,0,0,0,0
94,1.493369228,0.861576353,13.20242641,1,0,0,0,0,0,0,0,0,0,1,0
95,-6.828797583,5.268197312,5.991570856,1,0,0,0,0,0,0,0,0,0,1,0
96,-6.014517592,33.00571857,0.772855715,1,0,0,0,0,0,0,0,0,0,0,0
97,9.843583683,-17.68679656,2.574184257,1,0,0,0,1,0,0,1,0,0,1,0
98,-5.091245462,-8.082860037,-7.696341585,1,0,0,0,0,0,0,0,0,0,1,0
99,0.046069772,-15.11608527,-0.746162264,1,0,0,0,0,0,0,1,0,0,1,0
100,-6.838251426,-11.63434173,-10.06341882,1,0,0,0,0,0,0,0,0,0,1,0
101,-5.83176494,18.49760213,-3.061462495,1,0,0,0,0,0,0,0,0,0,0,0
102,-11.02138361,-8.570489116,-10.27223904,1,0,0,0,0,0,0,0,0,0,1,0
103,-2.547050877,7.301354956,-8.358763051,1,0,0,0,1,0,0,0,0,0,1,0
104,-2.085098188,26.28564819,-0.710218988,1,0,0,0,0,0,0,0,0,0,0,0
105,-9.840353533,20.19814168,0.78845248,1,0,0,1,1,0,0,0,0,0,1,0
106,-13.3868444,0.873626605,-5.709316832,1,0,0,0,0,0,0,0,0,0,1,0
107,6.827742109,-3.419366802,4.783639063,1,0,0,0,0,0,0,1,0,0,0,0
108,13.64085179,0.500611703,8.033031451,1,0,0,0,1,0,0,0,0,0,0,0
109,-3.763214374,20.35438007,-3.259722526,1,0,0,0,0,0,0,0,0,0,0,0
110,2.032607977,13.29229998,0.37717028,1,0,0,0,0,0,0,0,0,0,0,0
111,-0.307807986,-17.57762915,1.204993128,1,0,0,0,0,0,0,1,0,0,1,0
112,-11.4243313,2.408425436,-5.09746464,1,0,0,0,0,0,0,0,0,0,1,0
113,-2.742128196,-32.30893589,-11.66857889,1,0,0,0,1,0,0,0,0,0,1,0
114,-17.35519291,-0.756293954,-10.74975688,1,0,0,0,0,0,0,0,0,0,1,0
115,7.848753579,5.754927465,16.45146409,1,0,0,1,0,0,1,1,0,0,1,0
116,2.599207273,-3.595742885,11.22007687,1,0,0,0,0,0,0,1,0,0,1,0
117,-2.27685785,-33.90829054,-12.67239729,1,0,0,0,0,0,0,0,0,0,1,0
118,-6.595389232,-13.71955527,-9.910097455,1,0,0,0,0,0,0,0,0,0,1,0
119,0.710006664,-6.388830178,0.010966021,1,0,0,0,0,0,0,1,0,0,1,0
120,-9.961197244,14.24181884,-6.511300324,1,0,0,0,0,0,0,0,0,0,1,0
121,-2.272539711,5.892399649,-6.932506929,1,0,0,0,0,0,0,0,0,0,1,0
122,-3.276376121,13.17569565,4.625132758,1,0,0,0,0,0,0,0,0,0,0,0
123,2.182228679,11.73303403,11.62455052,1,0,0,1,0,0,1,0,1,1,1,0
124,-8.223188863,7.349925013,4.024473936,1,0,0,0,0,0,0,0,0,0,1,0
125,-9.198717966,10.38595663,-1.380170819,1,0,0,0,0,0,0,0,0,0,1,0
126,3.450442522,9.345986478,13.88134584,1,0,0,0,0,0,0,0,0,0,0,0
127,0.021082273,26.39971569,-2.57546207,1,0,0,0,0,0,0,0,0,0,0,0
128,-7.022226176,-9.049565009,-6.965569037,1,0,0,0,0,0,0,0,0,0,1,0
129,-11.27159543,-0.602314648,-5.364438248,1,0,0,0,0,0,0,0,0,0,1,0
130,-5.546966843,19.92169372,-2.736116947,1,0,0,0,0,0,0,0,0,0,0,0
131,1.269949061,-6.261563865,-0.353441971,1,0,0,0,0,0,0,1,0,0,1,0
132,-15.33839746,16.74182409,-7.360388518,1,0,0,0,0,0,0,0,0,0,1,0
133,1.077119576,-3.314912212,0.432570239,1,1,0,0,0,0,0,1,0,0,0,0
134,1.154686521,14.37007975,2.440954265,1,0,0,0,0,0,0,0,0,0,0,0
135,-8.54691348,10.48158203,-6.029112176,1,0,0,0,0,0,0,0,0,0,1,0
136,2.859583452,-28.56173871,-10.12693269,1,0,0,0,0,0,0,1,0,0,1,0
137,-0.19872961,5.950657909,1.927135462,1,0,0,0,0,0,0,0,0,0,0,0
138,2.612671571,17.29229281,3.460161719,1,0,0,0,0,0,0,0,0,0,0,0
139,11.94358594,6.442234007,20.99881919,1,0,0,0,0,0,0,0,0,1,0,0
140,6.5848421,-25.87706979,-7.801639406,1,0,0,0,1,0,0,1,0,0,1,0
141,-3.916627082,23.10431568,-1.587559217,1,0,0,0,0,0,0,0,0,0,0,0
142,3.003223226,-1.860322154,11.80112443,1,0,0,0,0,0,0,0,0,0,1,0
143,-0.819842828,30.80500512,-4.095704609,1,0,0,0,0,0,0,0,0,0,0,0
144,0.996997547,13.74684376,4.781810461,1,0,0,0,0,0,0,0,0,0,0,0
145,-10.97747144,19.21711925,-4.363321975,1,0,0,0,0,0,0,0,0,0,1,0
146,8.638465748,3.996033205,21.02029616,1,0,0,0,0,0,1,0,0,0,0,0
147,-4.765045364,9.252390519,3.90883585,1,0,0,0,0,0,0,0,0,0,0,0
148,-2.086853387,7.222981904,2.265828078,1,0,0,0,0,0,0,0,0,0,1,0
149,-10.01084207,19.09740239,1.467207615,1,0,0,0,0,0,0,0,0,0,1,0
150,8.287117859,8.359347418,16.71957178,1,0,0,0,0,0,0,0,0,0,0,0
151,-9.773444884,34.5667956,4.312253294,1,0,0,1,0,0,1,0,0,1,1,0
152,-0.037873985,15.69079446,14.91849721,1,0,0,0,0,0,0,0,0,0,0,0
153,-9.77493848,19.34450422,-2.282901914,1,0,0,0,0,0,0,0,0,0,0,0
154,-2.320310988,24.11042264,2.618164174,1,0,0,0,0,0,0,0,0,0,0,0
155,0.441628538,14.68567513,10.34996002,1,0,0,0,0,0,0,0,0,0,1,0
156,-8.660668221,9.220121287,-6.456710636,1,0,0,0,0,0,0,0,0,0,1,0
157,-8.048117552,12.69066739,2.079670344,1,0,0,0,0,0,0,0,0,0,1,0
158,-4.533890394,18.13820277,-9.08783804,1,0,0,0,1,0,0,0,0,0,1,0
159,2.735441582,16.59784801,17.9614798,1,0,0,1,0,0,0,0,0,0,0,0
160,-11.01178172,30.23750068,0.354701592,1,0,0,0,0,0,0,0,0,0,0,0
161,4.089087685,8.132895625,2.893054706,1,0,0,0,0,0,0,0,0,0,0,0
162,1.93829537,-27.93034445,-10.08432643,1,0,0,0,0,0,0,0,0,0,1,0
163,-5.30888689,-12.82872163,-10.23198542,1,0,0,0,1,0,0,0,0,0,1,0
164,0.558333598,13.81353794,-8.43073745,1,0,0,0,0,0,0,0,0,0,0,0
165,0.000441596,12.42384217,7.157602149,1,0,0,0,0,0,0,0,0,0,0,0
166,2.2939747,17.87915836,0.801903977,1,0,0,0,0,0,0,0,0,0,0,0
167,-10.64988247,38.45409781,2.546061467,1,0,0,0,0,0,0,0,0,0,0,0
168,-0.531496255,24.92268587,-3.210507572,1,0,0,0,0,0,0,0,0,0,0,0
169,2.910003177,22.81809729,14.25451402,1,0,0,1,0,0,1,0,0,1,1,0
170,3.205144263,22.54759208,2.719407228,1,0,0,0,0,0,0,0,0,0,1,0
171,5.188303206,-36.16311811,-10.28198141,1,0,0,0,0,0,0,0,0,0,1,0
172,2.821575129,17.99189338,2.924964407,1,0,0,0,0,0,0,0,0,0,0,0
173,-6.833036618,33.13325206,1.736313857,1,0,0,0,0,0,0,0,0,0,1,0
174,-16.51645615,5.633273764,-4.392641507,1,0,0,0,0,0,0,0,0,0,1,0
175,-8.326254537,17.30031824,-4.126658584,1,0,0,0,0,0,0,0,0,0,1,0
176,-1.533835325,-24.98249408,-5.217386526,1,0,0,0,0,0,0,1,0,0,1,0
177,0.438884375,18.6062073,8.369162776,1,0,0,0,0,0,0,0,0,0,0,0
178,7.081842764,-37.97838241,-6.520819279,1,0,0,0,0,0,0,1,0,0,1,0
179,-2.94745863,5.331384983,-6.888958224,1,0,0,0,0,0,0,0,0,0,1,0
180,-0.989941243,23.20962874,10.48098008,1,0,0,0,0,0,0,0,0,0,0,0
181,12.90402983,2.376439929,9.194393755,1,0,0,0,0,0,0,0,0,0,0,0
182,4.060564833,15.25602956,13.19870984,1,0,0,0,0,0,0,0,0,0,0,0
183,3.812126987,0.237541188,14.85524341,1,0,0,0,0,0,0,0,0,0,1,0
184,-8.803738587,36.73873277,1.468013284,1,0,0,0,0,0,0,0,0,0,0,0
185,-7.523999329,22.97628318,9.724453014,1,0,0,1,0,0,0,0,0,0,0,0
186,-5.751522878,19.71966442,0.136617206,1,0,0,0,0,0,0,0,0,0,0,0
187,-12.69956381,-0.942943776,-4.901612771,1,0,0,0,0,0,0,0,0,0,1,0
188,-10.17733879,-7.041377209,-3.89114631,1,0,0,0,0,0,0,0,0,0,1,0
189,-10.92301368,-6.968554011,-7.497752745,1,0,0,0,0,0,0,0,0,0,1,0
190,3.028805412,-4.922868676,-0.130942902,1,0,0,0,0,0,0,1,0,0,0,0
191,-0.092550054,26.9024447,-2.293690214,1,0,0,0,0,0,0,0,0,0,0,0
192,5.259289224,20.3628406,-3.185943467,1,0,0,0,0,0,0,0,0,0,0,0
193,-17.18716022,-6.041751342,-11.61834209,1,0,0,0,0,0,0,0,0,0,1,0
194,0.900703835,-11.10648109,-14.20558665,1,0,0,0,1,0,0,0,0,0,1,0
195,-12.90785172,-4.73890559,-11.19453976,1,0,0,0,0,0,0,0,0,0,1,0
196,-10.09045556,-12.33486603,-5.58067879,1,0,0,0,0,0,0,1,0,0,1,0
197,2.305936521,24.14164984,2.657120687,1,0,0,0,0,0,0,0,0,0,1,0
198,-6.425362166,12.61897221,3.423753417,1,0,0,0,0,0,0,0,0,0,0,0
199,1.417613847,-11.1449588,-13.82176449,1,0,0,0,1,0,0,0,0,0,1,0
200,-9.539971136,-3.946591432,0.097150664,1,0,0,0,0,0,0,0,0,0,1,0
201,-16.33015887,-7.039888847,-12.65541718,1,0,0,0,0,0,0,0,0,0,1,0
202,16.2390284,0.523013398,18.67997702,1,0,0,1,1,0,1,0,0,1,0,0
203,5.008104343,-4.693728756,-1.461148481,1,0,0,0,0,0,0,0,0,0,0,0
204,-2.904101546,15.94659765,-8.145390744,1,0,0,0,1,0,0,0,0,0,1,0
205,-1.143656778,-9.929114774,7.820263846,1,0,0,0,0,0,0,1,1,0,0,0
206,-0.675409295,7.433602603,-6.679769775,1,0,0,0,0,0,0,0,0,0,0,0
207,-15.66382883,5.876352503,-4.06019547,1,0,0,0,0,0,0,0,0,0,1,0
208,-8.027034581,7.769370529,-4.73928346,1,0,0,0,0,0,0,0,0,0,1,0
209,8.12881652,8.351409165,6.693824558,1,0,0,0,0,0,0,0,0,0,0,0
210,4.661792733,19.15762259,-5.148651915,1,0,0,0,1,0,0,0,0,0,0,0
211,-2.194174295,8.221094145,7.094172092,1,0,0,0,0,0,0,0,0,0,1,0
212,-9.276619018,19.39918949,-2.833548075,1,0,0,0,0,0,0,0,0,0,0,0
213,3.662358754,4.757521877,11.6637055,1,0,0,0,0,0,0,0,0,0,0,0
214,-14.81496022,0.580840837,-5.425801634,1,0,0,0,0,0,0,0,0,0,1,0
215,14.93548359,-1.486755368,21.54286142,1,0,0,1,0,0,1,0,0,1,1,0
216,6.469776703,15.57766387,17.38408598,1,0,0,0,0,0,0,0,0,1,0,0
217,-7.297965507,-12.6526127,-2.148909646,1,0,0,0,0,0,0,1,0,0,1,0
218,0.758468503,10.13279743,-2.603036144,1,0,0,0,0,0,0,0,0,0,0,0
219,2.866451812,10.66819611,16.85702141,1,0,0,0,0,0,0,0,0,0,0,0
220,-3.82276,-9.819048772,-7.571867505,1,0,0,0,0,0,0,0,0,0,1,0
221,5.100547898,16.54657608,-6.563267265,1,0,0,0,0,0,0,0,0,0,0,0
222,-6.049304024,-7.817372724,-7.462220807,1,0,0,0,0,0,0,0,0,0,1,0
223,6.35502599,-14.22555129,-1.145008777,1,0,0,0,1,0,0,1,0,0,1,0
224,-2.522616145,-33.41113987,-12.66089551,1,0,0,0,0,0,0,0,0,0,1,0
225,5.283629484,-3.827679467,-6.184780786,1,0,0,0,0,0,0,0,0,0,0,0
226,-2.911803109,14.86980391,17.94107136,1,0,0,0,0,0,0,1,0,0,0,0
227,-3.46478341,-32.48676163,-15.63383967,1,0,0,0,0,0,0,0,0,0,1,0
228,-3.108520366,-0.907938789,1.693999258,1,0,0,0,0,0,0,0,0,0,0,0
229,-6.564567392,32.10794926,4.306663431,1,0,0,0,0,0,0,0,0,0,0,0
230,8.596676769,-28.02986369,-5.922052613,1,0,0,0,0,0,0,1,0,0,1,0
231,5.863741101,11.30702798,0.429125492,1,0,0,0,0,0,0,0,0,0,0,0
232,0.476008451,9.773120799,3.019047769,1,0,0,0,0,0,0,0,0,0,0,0
233,-8.5438503,13.04300797,1.218229103,1,0,0,0,0,0,0,0,0,0,1,0
234,2.335632342,21.34144546,13.25727593,1,0,0,0,0,0,1,0,0,0,0,0
235,-11.90993531,6.272339004,-2.645750307,1,0,0,0,0,0,0,0,0,0,1,0
236,-8.631246502,-10.00726654,-9.754406477,1,0,0,0,0,0,0,0,0,0,1,0
237,6.191664166,-32.3437797,-10.58484553,1,0,0,0,0,0,0,1,0,0,1,0
238,2.280191118,-8.813596051,4.18748261,1,0,0,0,0,0,0,1,0,0,1,0
239,-2.300547286,-6.17671659,-0.761308186,1,0,0,0,0,0,0,1,0,0,1,0
240,12.44170768,6.468286254,21.33416825,1,0,0,1,0,0,0,0,0,1,0,0
241,1.308854898,-35.87850382,-10.60624426,1,0,0,0,1,0,0,0,0,0,1,0
242,0.24956983,26.47755302,-4.106392302,1,0,0,0,0,0,0,0,0,0,0,0
243,1.062608484,11.34502855,-6.875303825,1,0,0,0,0,0,0,0,0,0,0,0
244,0.071457744,13.6347083,-2.711990812,1,0,0,0,0,0,0,0,0,0,0,0
245,-1.669829301,20.14704736,14.70578374,1,0,0,0,0,0,0,0,0,0,0,0
246,-4.375577948,18.9920414,2.011930793,1,0,0,0,0,0,0,0,0,0,0,0
247,-0.342331812,30.33137425,-4.27207666,1,0,0,0,0,0,0,0,0,0,0,0
248,-0.411301557,5.047420676,-3.278310274,1,0,0,0,0,0,0,0,0,0,0,0
249,-0.463783268,8.861575716,-8.825003547,1,0,0,0,1,0,0,0,0,0,0,0
250,-0.124158604,24.27372944,2.154182368,1,0,0,0,0,0,0,0,0,0,0,0
251,-2.518986743,17.4319827,-6.425319752,1,0,0,0,0,0,0,0,0,0,0,0
252,-9.746864612,3.85427679,0.885263988,1,0,0,0,0,0,0,0,0,0,1,0
253,-6.285530587,25.75398174,5.024915135,1,0,0,0,0,0,0,0,0,0,0,0
254,-8.293307692,11.8043563,-5.343800754,1,0,0,0,0,0,0,0,0,0,0,0
255,-6.888929976,15.86280312,-5.789429225,1,0,0,0,0,0,0,0,0,0,1,0
256,-6.000561796,-29.65283413,-13.07992997,1,0,0,0,0,0,0,0,0,0,1,0
257,-0.289177615,5.037708895,1.848772881,1,0,0,0,0,0,0,0,0,0,1,0
258,-8.095910086,20.41138379,0.41009237,1,0,0,0,0,0,0,0,0,0,0,0
259,4.510855602,-30.38370974,-11.09213315,1,0,0,0,0,0,0,1,0,0,1,0
260,-3.612528088,30.06044036,-5.586313143,1,0,0,0,1,0,0,1,0,0,1,0
261,3.003645278,-2.518401023,12.5353005,1,0,0,0,0,0,0,1,0,0,1,0
262,-10.31902805,34.13545076,-0.853877727,1,0,0,0,0,0,0,0,0,0,1,0
263,13.07776857,0.987365844,17.12400892,1,0,0,0,0,0,1,0,0,0,1,0
264,1.037930345,14.77471839,11.2602623,1,0,0,0,0,0,0,0,0,0,1,0
265,10.41155753,5.304164967,12.76710514,1,0,0,0,0,0,0,0,0,0,0,0
266,10.18191118,4.654646418,14.20937082,1,0,0,0,0,0,0,0,0,0,0,0
267,-7.304611255,-6.01920318,0.207073097,1,0,0,0,0,0,0,0,0,0,1,0
268,12.35467867,7.597739062,21.14094114,1,0,0,0,0,0,1,0,0,1,1,1
269,-0.158179278,25.76918196,12.95670707,1,0,0,0,0,0,1,0,0,1,0,0
270,-9.673257202,2.486444521,-6.088735005,1,0,0,0,0,0,0,0,0,0,1,0
271,3.483102991,-35.01352972,0.454440248,1,0,0,1,1,0,0,1,0,1,1,0
272,0.172144759,-23.57097759,-12.21252967,1,0,0,0,1,0,0,0,0,0,1,0
273,-6.507293931,20.1637251,-2.011141487,1,0,0,0,0,0,0,0,0,0,1,0
274,-4.050803293,-0.363301196,1.963306624,1,0,0,0,0,0,0,0,0,0,0,0
275,-6.741219258,36.17092284,1.16685043,1,0,0,0,0,0,0,0,0,0,0,0
276,0.904544512,14.04439628,11.1342358,1,0,0,0,0,0,1,1,0,1,1,0
277,0.178652252,-30.67026932,-14.91849271,1,0,0,0,0,0,0,0,0,0,1,0
278,8.67130682,-33.75260416,-2.954708894,1,0,0,0,1,0,0,1,0,0,1,0
279,-8.589393181,-8.668988167,-7.364281028,1,0,0,0,1,0,0,1,0,0,1,0
280,-9.68242815,-6.126685367,-0.774324178,1,0,0,0,0,0,0,0,0,0,1,0
281,14.77230022,-3.364826455,16.30461578,1,0,0,0,0,0,0,1,0,1,1,0
282,-4.089765649,28.14942734,3.908024076,1,0,0,0,0,0,0,0,0,0,0,0
283,-10.52016197,35.25195964,-1.989071364,1,0,0,0,1,0,0,0,0,0,1,0
284,-2.260761171,-32.44850588,-3.40380565,1,0,0,0,1,0,0,0,1,0,1,0
285,-3.631338845,14.37860254,-10.79590875,1,0,0,0,1,0,0,1,0,0,1,0
286,2.243178791,13.53809633,5.64478066,1,0,0,0,0,0,0,0,0,0,1,0
287,-5.782672675,36.95681768,0.885262114,1,0,0,1,0,0,0,0,0,0,1,0
288,-2.024619313,-13.74155107,-0.987861072,1,0,0,0,0,0,0,1,0,0,1,0
289,-1.373762015,0.776402897,-3.841558361,1,0,0,0,1,0,0,1,0,0,1,0
290,-10.21853558,17.78956366,-1.948634677,1,0,0,0,0,0,0,0,0,0,1,0
